,region,comp,civil,mining
176,3,-84.5327550357637,-92.14124271649713,-94.13583802529834
177,3,-84.47947953218733,-91.32711844484741,-94.02225422276851
178,3,-84.5315315789686,-91.29440660036268,-93.92002880049166
179,3,-84.27837842107174,-91.16496594032641,-96.5280259204425
180,3,-84.55054057896456,-94.04846934629377,-96.17522332839825
181,3,-85.1954865210681,-96.6436224116644,-95.25770099555842
182,3,-85.1759378689613,-95.47926017049795,-94.63193089600259
183,3,-85.35834408206517,-94.93133415344816,-94.06873780640232
184,3,-85.82250967385866,-94.43820073810335,-93.7618640257621
185,3,-85.5402587064728,-94.49438066429302,-96.38567762318588
186,3,-85.28623283582552,-93.74494259786371,-95.84710986086729
187,3,-85.25760955224297,-93.37044833807734,-95.26239887478056
188,3,-85.03184859701867,-92.7334035042696,-94.7361589873025
189,3,-88.5286637373168,-91.96006315384264,-97.26254308857226
190,3,-91.67579736358512,-91.36405683845838,-96.83628877971503
191,3,-91.0082176272266,-90.72765115461254,-96.65265990174353
192,3,-90.20739586450394,-90.25488603915129,-98.98739391156919
193,3,-89.28665627805354,-89.72939743523617,-98.38865452041227
194,3,-88.45799065024819,-89.45645769171254,-97.64978906837105
195,3,-87.91219158522337,-89.5108119225413,-97.18481016153395
196,3,-88.22097242670102,-89.05973073028716,-99.46632914538056
197,3,-88.49887518403092,-89.25375765725845,-98.4196962308425
198,3,-91.64898766562783,-89.2283818915326,-96.87772660775825
199,3,-90.98408889906504,-89.60554370237935,-96.08995394698242
200,3,-89.98568000915854,-89.64498933214142,-98.48095855228418
201,3,-89.28711200824269,-89.18049039892728,-98.13286269705576
202,3,-88.55840080741842,-88.46244135903454,-97.41957642735018
203,3,-88.40256072667658,-88.31619722313108,-96.37761878461517
204,3,-91.56230465400893,-87.88457750081798,-95.83985690615364
205,3,-91.10607418860803,-87.79611975073618,-98.25587121553828
206,3,-90.69546676974723,-88.21650777566256,-97.73028409398445
207,3,-90.1259200927725,-88.3948569980963,-96.657255684586
208,3,-90.11332808349525,-88.05537129828667,-96.0915301161274
209,3,-89.40199527514572,-88.24983416845801,-98.48237710451465
210,3,-88.76179574763115,-88.42485075161221,-97.53413939406319
211,3,-88.28561617286803,-88.08236567645099,-96.88072545465687
212,3,-87.85705455558123,-88.17412910880589,-96.49265290919118
213,3,-88.17134910002311,-87.9567161979253,-96.14338761827206
214,3,-88.3542141900208,-88.06104457813277,-95.32904885644486
215,3,-87.81879277101872,-88.45494012031949,-94.89614397080037
216,3,-87.13691349391685,-87.90944610828754,-94.90652957372033
217,4,-91.32894736842105,-86.52631578947368,-90.61842105263158
218,4,-88.0,-87.0,-91.0
219,4,-89.5,-89.5,-93.0
220,4,-90.0,-87.66666666666667,-89.0
221,4,-88.75,-88.0,-88.5
222,4,-88.4,-87.2,-90.2
223,4,-88.66666666666667,-86.83333333333334,-90.0
224,4,-93.14285714285715,-86.71428571428572,-89.57142857142857
225,4,-91.87500000000001,-86.625,-89.75
226,4,-91.55555555555557,-85.88888888888889,-90.11111111111111
227,4,-91.50000000000001,-85.8,-93.10000000000001
228,4,-91.25000000000001,-86.32,-92.29
229,4,-90.82500000000002,-86.288,-91.76100000000001
230,4,-91.04250000000002,-86.6592,-91.48490000000001
231,4,-89.93825000000001,-86.79328,-91.33641000000001
232,4,-89.44442500000001,-86.413952,-90.902769
233,4,-89.39998250000001,-86.0725568,-90.11249210000001
234,4,-89.15998425000001,-86.46530112,-93.10124289000001
235,4,-89.54398582500001,-86.518771008,-93.091118601
236,4,-88.8895872425,-86.3668939072,-92.7820067409
237,4,-88.70062851825,-86.73020451648,-92.50380606681
238,4,-88.830565666425,-86.757184064832,-91.853425460129
239,4,-88.0475090997825,-86.1814656583488,-91.5680829141161
240,4,-88.04275818980425,-85.76331909251392,-91.51127462270449
241,4,-88.03848237082383,-85.58698718326254,-91.86014716043404
242,4,-88.13463413374144,-85.02828846493628,-90.97413244439063
243,4,-88.4211707203673,-85.22545961844266,-90.57671919995157
244,4,-88.47905364833056,-85.30291365659839,-90.61904727995642
245,4,-87.9311482834975,-85.37262229093855,-89.75714255196078
246,4,-91.13803345514776,-85.1353600618447,-89.88142829676471
247,4,-91.12423010963299,-85.12182405566023,-89.09328546708824
248,4,-90.51180709866969,-84.8096416500942,-92.18395692037942
249,4,-89.86062638880273,-84.82867748508478,-91.86556122834148
250,4,-92.87456374992246,-84.8458097365763,-91.57900510550733
251,4,-92.28710737493022,-85.16122876291867,-91.9211045949566
252,4,-92.3583966374372,-85.5451058866268,-91.62899413546094
253,4,-92.42255697369347,-85.59059529796411,-90.66609472191485
254,4,-91.58030127632412,-85.7315357681677,-89.99948524972336
255,4,-91.52227114869171,-85.25838219135093,-89.99953672475102
256,4,-90.77004403382254,-85.53254397221583,-90.09958305227592
257,4,-93.6930396304403,-85.37928957499425,-89.78962474704832
258,4,-96.32373566739626,-85.14136061749483,-89.91066227234349
259,4,-95.59136210065664,-85.12722455574534,-89.41959604510913
260,4,-95.23222589059097,-85.11450210017081,-88.97763644059822
261,4,-94.60900330153187,-84.90305189015373,-89.17987279653839
262,4,-97.14810297137868,-84.31274670113837,-89.26188551688455
263,4,-96.23329267424081,-84.18147203102453,-89.63569696519609
264,4,-95.10996340681673,-84.16332482792207,-89.17212726867648
265,4,-93.89896706613506,-84.14699234512986,-89.55491454180883
266,4,-93.60907035952155,-84.63229311061687,-89.29942308762794
267,4,-93.14816332356939,-84.56906379955518,-89.46948077886515
268,4,-92.33334699121245,-84.61215741959967,-89.02253270097863
269,4,-92.00001229209121,-84.65094167763971,-89.22027943088077
270,4,-91.30001106288209,-88.18584750987574,-89.5982514877927
271,4,-90.67000995659389,-88.26726275888817,-92.63842633901342
272,4,-90.6030089609345,-87.74053648299935,-92.27458370511208
273,4,-89.64270806484106,-87.4664828346994,-92.34712533460088
274,4,-89.57843725835696,-87.71983455122947,-92.11241280114079
275,4,-89.72059353252126,-87.34785109610652,-91.90117152102671
276,4,-92.74853417926914,-87.01306598649587,-91.71105436892404
277,4,-92.17368076134223,-86.91175938784629,-91.43994893203164
278,4,-91.65631268520801,-87.22058344906166,-91.29595403882848
279,4,-91.3906814166872,-86.7985251041555,-90.66635863494564
280,4,-90.95161327501847,-87.01867259373995,-90.09972277145107
281,4,-93.85645194751663,-86.81680533436595,-89.98975049430597
282,4,-93.37080675276496,-86.83512480092935,-90.29077544487536
283,4,-93.13372607748846,-90.15161232083642,-90.26169790038783
284,4,-92.72035346973962,-89.13645108875278,-89.43552811034905
285,4,-92.14831812276566,-89.0228059798775,-89.59197529931414
286,4,-92.2334863104891,-88.42052538188975,-89.13277776938273
287,4,-91.7101376794402,-88.57847284370077,-89.01949999244445
288,4,-91.53912391149618,-88.12062555933069,-89.0175499932
289,4,-91.48521152034655,-88.00856300339763,-88.41579499388001
290,4,-91.2366903683119,-88.50770670305786,-91.57421549449201
291,4,-90.81302133148071,-88.75693603275208,-91.5167939450428
292,4,-90.83171919833264,-88.38124242947687,-90.76511455053853
293,5,-98.1159420289855,-79.3768115942029,-86.3913043478261
294,5,-85.0,-75.0,-84.0
295,5,-102.5,-72.0,-87.0
296,5,-98.33333333333333,-79.66666666666667,-86.66666666666667
297,5,-103.75,-80.75,-85.75
298,5,-100.8,-79.0,-86.6
299,5,-98.5,-78.33333333333333,-86.33333333333333
300,5,-101.57142857142857,-79.0,-86.0
301,5,-99.25,-80.125,-86.375
302,5,-101.55555555555556,-79.88888888888889,-86.11111111111111
303,5,-100.5,-79.1,-86.0
304,5,-99.35,-80.08999999999999,-85.7
305,5,-98.515,-80.78099999999999,-85.83
306,5,-97.5635,-81.0029,-85.547
307,5,-96.50715000000001,-81.90261,-85.39229999999999
308,5,-95.75643500000001,-81.91234899999999,-85.35306999999999
309,5,-94.88079150000002,-81.02111409999999,-85.117763
310,5,-97.39271235000001,-80.81900268999999,-85.1059867
311,5,-96.35344111500001,-81.03710242099999,-85.49538803
312,5,-95.81809700350001,-81.63339217889998,-85.345849227
313,5,-95.13628730315001,-81.37005296100999,-85.5112643043
314,5,-94.12265857283501,-81.83304766490899,-85.46013787387
315,5,-93.41039271555151,-82.04974289841809,-85.514124086483
316,5,-96.06935344399636,-81.54476860857628,-85.6627116778347
317,5,-98.46241809959673,-82.39029174771865,-85.99644051005123
318,5,-97.91617628963706,-81.85126257294678,-86.2967964590461
319,5,-97.22455866067335,-82.1661363156521,-86.66711681314149
320,5,-99.50210279460602,-82.64952268408689,-86.30040513182735
321,5,-98.85189251514541,-81.3845704156782,-85.97036461864461
322,5,-98.66670326363086,-81.94611337411038,-85.67332815678014
323,5,-97.70003293726778,-81.25150203669935,-85.60599534110213
324,5,-97.030029643541,-81.22635183302941,-86.14539580699191
325,5,-99.3270266791869,-81.40371664972648,-86.23085622629273
326,5,-101.39432401126821,-81.36334498475382,-86.70777060366346
327,5,-100.75489161014139,-80.92701048627845,-86.33699354329711
328,5,-99.57940244912724,-80.0343094376506,-86.6032941889674
329,5,-98.72146220421452,-79.23087849388554,-86.44296477007066
330,5,-100.84931598379306,-78.80779064449699,-86.2986682930636
331,5,-99.66438438541375,-79.8270115800473,-86.16880146375723
332,5,-98.59794594687239,-80.54431042204257,-86.4519213173815
333,5,-97.43815135218514,-79.98987937983831,-86.30672918564335
334,5,-99.69433621696663,-80.19089144185449,-86.27605626707901
335,5,-101.72490259526997,-79.37180229766903,-86.64845064037111
336,5,-100.85241233574297,-78.93462206790213,-86.683605576334
337,5,-102.76717110216867,-79.44115986111191,-86.9152450187006
338,5,-100.99045399195181,-78.99704387500073,-86.42372051683054
339,5,-102.89140859275663,-79.79733948750065,-86.28134846514749
340,5,-101.10226773348097,-80.31760553875058,-86.55321361863274
341,5,-100.09204096013288,-80.38584498487552,-86.79789225676947
342,5,-99.08283686411959,-80.64726048638796,-87.21810303109253
343,5,-98.47455317770763,-81.68253443774917,-87.19629272798328
344,5,-97.72709785993688,-80.61428099397425,-86.77666345518494
345,5,-99.95438807394319,-80.65285289457682,-86.49899710966645
346,5,-99.25894926654887,-80.08756760511915,-86.3490973986998
347,5,-98.03305433989398,-79.37881084460723,-86.41418765882982
348,5,-96.92974890590457,-78.6409297601465,-86.07276889294684
349,5,-96.33677401531412,-77.67683678413185,-89.46549200365216
350,5,-95.90309661378271,-77.20915310571867,-88.81894280328694
351,5,-96.01278695240444,-76.5882377951468,-88.33704852295826
352,5,-95.511508257164,-77.42941401563212,-87.90334367066242
353,5,-95.6603574314476,-77.1864726140689,-87.41300930359618
354,5,-95.19432168830284,-77.16782535266202,-87.57170837323656
355,5,-94.77488951947255,-76.95104281739582,-87.4145375359129
356,5,-93.8974005675253,-76.25593853565624,-86.7730837823216
357,5,-96.50766051077277,-76.53034468209061,-86.59577540408945
358,5,-98.8568944596955,-77.77731021388155,-86.4361978636805
359,5,-98.47120501372595,-77.2995791924934,-85.99257807731246
360,5,-100.62408451235335,-76.66962127324406,-85.6933202695812
361,5,-99.66167606111802,-76.50265914591965,-86.12398824262308
362,6,-102.01449275362319,-82.30434782608695,-83.8695652173913
363,6,-87.0,-81.0,-83.0
364,6,-89.0,-85.0,-81.0
365,6,-89.66666666666667,-83.66666666666667,-82.33333333333333
366,6,-90.5,-81.5,-82.5
367,6,-96.4,-82.0,-83.0
368,6,-96.5,-82.5,-83.0
369,6,-99.85714285714286,-81.71428571428571,-82.42857142857143
370,6,-102.375,-81.375,-82.625
371,6,-100.88888888888889,-81.77777777777777,-82.44444444444444
372,6,-100.3,-82.39999999999999,-82.4
373,6,-99.37,-82.85999999999999,-82.66000000000001
374,6,-98.533,-82.07399999999998,-82.19400000000002
375,6,-100.6797,-81.16659999999999,-82.27460000000002
376,6,-99.91172999999999,-81.44993999999998,-81.84714000000002
377,6,-99.320557,-80.80494599999999,-81.56242600000002
378,6,-98.4885013,-81.02445139999999,-81.20618340000001
379,6,-100.63965117,-80.42200625999999,-81.48556506000001
380,6,-99.875686053,-79.579805634,-81.73700855400001
381,6,-98.78811744769999,-80.5218250706,-82.4633076986
382,6,-100.90930570292998,-80.16964256354001,-83.31697692874
383,6,-100.11837513263698,-80.65267830718601,-83.285279235866
384,6,-99.60653761937328,-80.4874104764674,-83.2567513122794
385,6,-101.64588385743596,-80.53866942882067,-83.03107618105146
386,6,-103.48129547169236,-80.1848024859386,-82.72796856294632
387,6,-101.83316592452313,-80.66632223734474,-82.95517170665168
388,6,-101.14984933207081,-80.69969001361027,-82.55965453598651
389,6,-103.03486439886373,-81.62972101224923,-82.60368908238786
390,6,-102.43137795897736,-81.5667489110243,-82.84332017414907
391,6,-104.18824016307963,-82.11007401992188,-82.85898815673417
392,6,-105.76941614677166,-81.19906661792969,-82.37308934106075
393,6,-104.49247453209449,-81.27915995613672,-82.23578040695467
394,6,-103.14322707888505,-81.85124396052305,-82.7122023662592
395,6,-104.82890437099654,-82.66611956447075,-82.94098212963328
396,6,-106.34601393389688,-81.89950760802367,-83.14688391666995
397,6,-107.7114125405072,-82.6095568472213,-83.73219552500295
398,6,-106.04027128645647,-82.04860116249917,-83.85897597250266
399,6,-104.73624415781083,-81.94374104624924,-83.7730783752524
400,6,-103.16261974202975,-82.64936694162432,-83.89577053772716
401,6,-102.34635776782677,-83.28443024746188,-87.50619348395445
402,6,-104.11172199104409,-83.6559872227157,-87.055574135559
403,6,-103.00054979193968,-82.99038850044413,-86.6500167220031
404,6,-101.80049481274571,-83.5913496503997,-86.08501504980279
405,6,-101.12044533147115,-83.73221468535974,-85.07651354482252
406,6,-100.00840079832403,-84.25899321682377,-84.86886219034027
407,6,-99.30756071849163,-84.33309389514139,-84.68197597130624
408,6,-98.47680464664246,-83.79978450562724,-85.31377837417563
409,6,-100.62912418197821,-84.31980605506452,-85.88240053675807
410,6,-99.8662117637804,-83.48782544955807,-85.19416048308226
411,6,-99.17959058740236,-83.43904290460226,-85.17474443477403
412,6,-98.36163152866212,-83.69513861414204,-84.75726999129662
413,6,-100.52546837579591,-84.22562475272784,-83.98154299216696
414,6,-99.57292153821632,-84.30306227745506,-83.88338869295026
415,6,-101.6156293843947,-84.87275604970955,-83.39504982365524
416,6,-103.45406644595522,-83.5854804447386,-83.35554484128971
417,6,-102.8086598013597,-83.52693240026474,-83.01999035716074
418,6,-101.62779382122372,-82.67423916023827,-82.81799132144467
419,6,-100.96501443910135,-82.70681524421444,-83.5361921893002
420,6,-99.96851299519122,-83.336133719793,-83.68257297037017
421,6,-101.9716616956721,-83.1025203478137,-83.61431567333315
422,6,-101.07449552610488,-81.89226831303233,-83.25288410599984
423,6,-100.4670459734944,-81.7030414817291,-83.82759569539985
424,6,-99.92034137614496,-81.23273733355619,-83.94483612585987
425,6,-99.22830723853046,-81.30946360020057,-84.05035251327388
426,6,-101.30547651467742,-81.97851724018051,-84.34531726194649
427,6,-103.17492886320969,-82.68066551616246,-84.41078553575184
428,6,-104.85743597688872,-82.71259896454622,-85.46970698217666
429,6,-106.37169237919986,-82.6413390680916,-85.422736283959
430,6,-105.03452314127988,-81.67720516128244,-84.9804626555631
431,7,-106.04347826086956,-86.57971014492753,-78.10144927536231
432,7,-95.0,-84.0,-79.0
433,7,-107.5,-86.5,-79.0
434,7,-103.33333333333333,-85.0,-76.33333333333333
435,7,-101.0,-86.5,-77.5
436,7,-104.8,-87.0,-77.6
437,7,-103.5,-86.16666666666667,-77.83333333333333
438,7,-102.57142857142857,-86.85714285714286,-78.57142857142857
439,7,-101.625,-86.5,-80.0
440,7,-103.66666666666667,-86.0,-79.66666666666667
441,7,-102.4,-86.5,-79.2
442,7,-101.46000000000001,-86.95,-79.38
443,7,-101.01400000000001,-86.555,-79.342
444,7,-102.91260000000001,-86.29950000000001,-79.5078
445,7,-104.62134,-86.66955000000002,-78.85702
446,7,-106.159206,-86.50259500000001,-78.47131800000001
447,7,-104.8432854,-86.75233550000002,-78.7241862
448,7,-106.35895686,-87.07710195000001,-78.55176758
449,7,-107.72306117400001,-87.36939175500001,-77.996590822
450,7,-108.9507550566,-87.0324525795,-77.3969317398
451,7,-107.55567955094,-87.22920732155,-77.75723856581999
452,7,-108.800111595846,-86.706286589395,-77.281514709238
453,7,-107.0201004362614,-86.7356579304555,-77.05336323831419
454,7,-108.31809039263526,-87.06209213740995,-77.14802691448277
455,7,-106.88628135337173,-86.65588292366895,-77.13322422303449
456,7,-105.49765321803456,-86.89029463130205,-77.11990180073104
457,7,-106.9478878962311,-86.70126516817184,-76.90791162065794
458,7,-105.35309910660798,-86.73113865135466,-76.71712045859215
459,7,-104.31778919594719,-87.35802478621919,-77.14540841273293
460,7,-103.18601027635246,-87.12222230759727,-77.53086757145964
461,7,-104.86740924871722,-86.81000007683754,-77.27778081431367
462,7,-106.3806683238455,-87.22900006915378,-76.8500027328823
463,7,-105.24260149146095,-87.60610006223841,-77.06500245959407
464,7,-104.21834134231486,-87.74549005601457,-76.85850221363467
465,7,-102.89650720808338,-88.07094105041311,-76.4726519922712
466,7,-104.60685648727504,-88.2638469453718,-76.92538679304408
467,7,-106.14617083854753,-87.53746225083462,-77.23284811373968
468,7,-107.53155375469278,-87.68371602575115,-77.40956330236571
469,7,-106.0783983792235,-87.31534442317604,-77.46860697212914
470,7,-107.47055854130114,-86.98380998085844,-78.02174627491623
471,7,-106.02350268717103,-86.5854289827726,-78.7195716474246
472,7,-107.42115241845393,-86.02688608449535,-78.94761448268214
473,7,-106.17903717660853,-85.9241974760458,-78.55285303441393
474,7,-104.86113345894768,-86.03177772844123,-78.19756773097254
475,7,-106.37502011305291,-85.7285999555971,-78.47781095787528
476,7,-104.83751810174762,-86.25573996003739,-78.53002986208774
